url,pub_date,text
https://gizmodo.com/scammers-posing-as-fcc-fraud-team-call-the-fcc-get-fined-2000560353,2025-02-06T18:50:43Z,"If for whatever reason you decide that you want to start up a scam call operation, one thing you should try to avoid, if possible, is calling the very people you are posing as. Unfortunately, no one warned the two imposters of this when they decided to pose as members of the FCC “Fraud Prevention Team” and they ended up calling FCC staff members. Now the company that enabled the whole fraudulent operation is staring down a $4.5 million fine.

Here’s how this whole thing went down, according to the FCC: Two people who identified themselves by the names “Christian Mitchell” and “Henry Walker” registered accounts with Telnyx, a VOIP service provider based in Texas. The two claimed to be living at the same address in Toronto, Canada, despite the fact that their IP addresses pinned them in Scotland and England, and they both had email addresses registered to the domain mariocop123.com.

Despite the indicators that something fishy was afoot, Telnyx allowed the two to register accounts anyway, which they used to launch a very short-lived spam call campaign. Over the course of two days in February 2024, the two scammers placed 1,797 imposter calls claiming to be coming from the Federal Communications Commission’s Fraud Prevention Team—a thing that does not exist.

Most of the callers ended up with a prerecorded voicemail left in their inbox. For the few unfortunate souls who picked up, the FCC said they were subjected to attempts to “threaten, intimidate, and defraud.” One victim reported that the fraudsters demanded they pay $1,000 in Google gift cards to avoid jail time for “crimes against the state.”

Somehow, at least a few of those 1,797 calls that the scammers placed managed to hit the phones of FCC staff members and their families. The FCC still isn’t sure how that happened, as the agency stated it doesn’t “publish or otherwise share staff personal phone numbers.”

However that happened, it seems to have put the whole operation on the FCC’s radar, and now it’s coming down on Telnyx for failing to comply with Know Your Customer rules designed to prevent malicious actors from making use of these networks in the first place. Per the FCC’s investigation, the VOIP firm only collected a name, email address, physical address, and IP address from the applicants, with no verification process in place to confirm that information. That, as it turns out, is how you end up facilitating a spam call operation."
https://www.bbc.com/news/articles/cvg9px4q0y6o,2025-01-22T00:56:36Z,"Benefit cheats could be stripped of driving licences

22 January 2025

Jack Fenwick & Paul Seddon

Political reporter

Convicted benefits cheats who fail to pay back the taxpayer could be stripped of their driving licences, under government plans to crack down on fraud.

Those who repeatedly cheat the system and have debts of £1,000 or more could be punished with a driving ban of up to two years.

Fraudsters can already be jailed in the most serious cases - but Work and Pensions Minister Alison McGovern said it would provide an additional ""tool in the box"" to chase repayments.

The plans also include new powers to force banks to hand over account information about benefit claimants to help target investigations, echoing a scheme announced by the previous Conservative government.

But this is likely to face strong opposition from the banks and privacy campaigners.

Providing false information to obtain benefits can see fraudsters hit by fines, while serious cases of conspiracy to defraud can attract prison sentences of up to ten years, under current laws.

Pressed on whether the power to disqualify drivers would provide an additional deterrent, McGovern told BBC Breakfast it would provide a ""backstop"" to chase repayment from those determined to ""evade collection"".

She added that the department already tries to collect fraudulently claimed benefits via banks or the PAYE system, but the licence powers could help with those who still ""don't want to co-operate"".

According to latest annual figures, overpayments due to fraud amounted to £7.4bn last year, around 2.8% of total welfare spending.

A further £1.6bn (0.6%) was overpaid due to inadvertent errors by claimants, with £0.8bn (0.3%) overpaid because of errors by the DWP.

Ministers have estimated greater access to banking data could save taxpayers £1.5bn over five years, by helping DWP investigators identify suspect claims more effectively.

But campaign groups have warned that it will invade claimants' right to financial privacy, and could lead to legitimate claimants being wrongly investigated.

In a letter to Kendall in September, the directors of Big Brother Watch and Age UK described the plans as ""mass financial surveillance powers"" which they said would ""represent a severe and disproportionate intrusion into the nation's privacy"".

Tory bill failed

Currently, the department can only request such financial information where it has reason to suspect fraud, and only in individual cases.

The previous government argued broader powers to obtain banking information in bulk would help investigators catch previously undiscovered fraud cases.

But a Tory bill to deliver the scheme failed to make it through Parliament before July's election.

Under that plan, financial institutions would have been required to send information to the DWP about bank accounts receiving benefit payments that indicated a ""potential risk"" of fraud or error, or face fines for not complying.

An official assessment of the law said the system would be ""fully automated, running within existing banking systems"" and be rolled out gradually from 2027.

At the time, Labour attacked the Tory legislation as ""poorly delineated"" – while Tory ministers argued wide-ranging powers were necessary to ensure they could apply to all types of future banks, including accounts with newer, online-only providers.

Conservative shadow work and pensions secretary Helen Whately said the government's bill was a ""continuation"" of work started by the previous government and Labour ""must do more to tackle the spiralling welfare budget"".

'Living abroad'

Since entering government, Labour has pledged that only ""very limited information"" will be shared with the department under its equivalent plan, but is yet to set out in detail how its system will work.

DWP minister Andrew Western confirmed last year this will include cases where claimants are ""living abroad"" without notifying the department, although a timeframe for this has yet to be specified.

Accounts could also be flagged if they are holding more than £16,000, the usual savings limit for being able to claim Universal Credit.

In a change from Tory plans, the government has said the new powers will not be used to target payments of the state pension.

Ministers have sought to reassure critics by emphasising that the DWP will not have powers to ""access"" bank accounts.

But campaigners have told the BBC they believe this is a ""misdirection"", as the measures would give DWP the power to instruct banks to access the information on its behalf."
https://gizmodo.com/theres-something-fishy-about-this-fish-tech-startup-2000553691,2025-01-22T21:34:29Z,"An Indonesian agriculture tech startup that raised hundreds of millions of dollars appears to be a giant fraud. The company, called eFishery, reportedly told investors including SoftBank that it had revenue of $752 million for the nine months through September of last year when the real amount was actually $157 million. That means its revenue was 75% lower than it had presented. You could call it a pescatarian ponzi.

eFishery says its mission is to address a surging global demand for animal protein by modernizing the fishing industry in Indonesia. eFishery develops end-to-end technology for fish farmers, from internet-connected smart feeders to a mobile app where farmers can sell their harvest. Shrimp in particular is quite high in protein, and the thinking was fish farmers in Indonesia could use modern tech to increase yields and supply a growing global population.

Alas, it seems not that many fisheries wanted what eFishery was selling: “While eFishery said it had over 400,000 fish feeders in operation at customers,” Bloomberg wrote, “initial investigations estimate it only had about 24,000.” eFishery has been in business since 2013.

Bloomberg earlier reported on the alleged fish fraud, which came to light after a whistleblower approached eFishery’s board with allegations that its numbers were not accurate. Besides the massive revenue discrepancy, company leadership told investors it had made $16 million in profit for a nine-month period when in fact it had lost $35.4 million.

eFishery’s CEO was fired after an investigation by the board quickly turned up accounting inconsistencies. The investigation remains ongoing, according to Bloomberg, but it seems like someone is about to receive the Elizabeth Holmes treatment.

What are the odds the founders of eFishery got their inspiration from 4chan?

eFishery has lost more than $152 million since its inception, according to the investigation. Thankfully its backers include the likes of G42, an AI firm controlled by the United Arab Emirates. Which is to say, they will be fine."
https://www.businessinsider.com/frank-founder-charlie-javice-fraud-trial-jpmorgan-2025-2,2025-02-04T19:52:39Z,"The feds say Javice tricked JPMorgan Chase into paying $175M for her financial aid startup, Frank.

On Tuesday, a Manhattan judge set parameters for a February 18 criminal trial.

No one can mention Theranos fraudster Elizabeth Holmes, he ruled — unless Javice opens the door.

Charlie Javice — the young tech entrepreneur accused of tricking the nation's largest bank into paying $175 million for her college financial-aid startup — once had a lot to say about Theranos fraudster Elizabeth Holmes.

Javice called Holmes' defrauded investors ""sophisticated assholes,"" and complained that ""investors should be blamed,"" according to a pair of WhatsApp messages that were discussed at a pretrial hearing in Manhattan on Tuesday.

When Javice and her ex-number two at their startup, Frank, go on trial for allegedly defrauding JPMorgan Chase later this month, federal prosecutors will be barred from making any mention of Theranos or Holmes, a judge ruled during the hearing.

And those WhatsApp messages between Javice and codefendant Olivier Amar, in particular, are definitely not coming into evidence, he said, unless either defendant opens the door by mentioning them on the witness stand.

""The potential for prejudice outweighs anything probative,"" US District Judge Alvin K. Hellerstein said in precluding the use of the two messages that prosecutors had optimistically labeled ""Government Exhibit 802.""

The two WhatsApp messages are from 2022, ""in the midst of their own efforts to defraud JPMC,"" the government alleged in court papers last week, in asking the judge to allow the ""highly probative"" texts into evidence at a trial scheduled to begin February 18.

Federal prosecutors allege that over months of negotiations, Javice and Amar repeatedly lied to Chase about the success of Frank, a for-profit tech company that Javice launched at age 24 and which featured software to help students apply for college financial aid.

Javice fraudulently claimed that Fank had 4.5 million customers, prosecutors allege, and created fake spreadsheets to trick the bank into believing they existed. She personally stood to gain $45 million in stock and salary from the deal, according to prosecutors.

""The government seeks only to offer the defendants' own statements about the defendants' own contemporaneous views about Holmes' criminal conduct, while in the midst of concealing the defendants' own criminal conspiracy,"" federal prosecutors wrote in asking last week for the judge's permission to use the WhatsApp messages as trial evidence.

In the messages, Javice and Amar are ""calling the conviction 'dangerous,' and repeating many of the defenses they intend in their own case,"" prosecutors wrote.

That includes what prosecutors call a blame-the-victim defense.

""Investors should be blamed on letting a 19-year-old go rogue,"" Javice commiserated with Amar in the messages, referring to Holmes, who founded Theranos at age 19.

Perhaps most damagingly, the texts appear to show Javice drawing a distinction between a health-based fraud, like the one Holmes was convicted of, and a fraud based on financial aid.

""I think health is different,"" Javice tells her number two in the first of the two contested, and now stricken, WhatsApp messages.

""They talk about how she was unfairly treated,"" Assistant US Attorney Georgia V. Kostopoulos told the judge Tuesday, in her failed argument for admitting the messages.

""They say health is different"" the prosecutor told the judge. ""They're saying that it's different to lie about patients' health data than it is to lie about student data.""

In their own court filings, defense lawyers for Javice and Amar had asked the judge to bar any mention at trial of ""well-known, unrelated third parties convicted of fraud, specifically Elizabeth Holmes, Bernie Madoff, Sam Bankman-Fried, and Martim Skreli, which the government has signaled it intends to introduce in its case-in-chief.""

Federal prosecutors say they have no intention of mentioning any of these infamous fradusters at trial.

Javice, who was once on Forbes' 30 Under 30 list, recently lost a bid to be tried separately from Amar. It was revealed at a court hearing last month that Amar plans to go on the offensive against Javice during the trial.

Both Javice and Amar have pleaded not guilty to charges of conspiracy to commit securities, wire, and bank fraud."
https://www.businessinsider.com/where-is-amanda-c-riley-husband-cory-riley-today-scamanda,2025-01-30T22:35:41Z,"Amanda C. Riley is serving prison time for faking cancer and scamming supporters out of thousands of dollars.

A 2023 podcast and a new docuseries cover her story, which also mentions her husband, Cory.

Cory and Amanda have two sons together. Here's where Cory is today.

The story of Amanda C. Riley, a Christian woman in California who used her now-archived blog, ""Lymphoma Can Suck It,"" to chronicle her experience after supposedly being diagnosed with Hodgkin's lymphoma was compelling from the start: A young woman blogging about having cancer in order to raise awareness and funds to help pay for her aggressive treatment was actually lying the whole time, leaching attention and more than $100,000 from her friends, family, and even strangers.

It's the reason the ""Scamanda"" podcast quickly became a megahit upon its 2023 release, and why a new ABC docuseries is telling the story for a second time, delving deeper into how Riley pulled off her scheme and how she was eventually caught.

Amanda pleaded guilty to wire fraud charges in October 2021, and was sentenced to five years in federal prison in May 2022. She was also ordered to pay $105,513 in restitution to her victims. She's currently incarcerated at FMC Carswell, a federal prison in Ft. Worth, Texas, and is scheduled for release on October 15, 2026.

As of January 2025, no one else has been charged with crimes related to their involvement in Amanda's scheme. However, according to the ""Scamanda"" podcast and docuseries, family members helped her set up websites to acquire donations and contributed posts to her blog. Whether any of them knew Amanda did not actually have cancer or if they truly believed she was ill is unclear.

While Amanda's fake cancer scheme was in full force, her husband Cory Riley was simultaneously battling his ex-wife Aletta Riley in court for custody of their daughter, Jessa. Per the podcast, he cited his wife's supposed diagnosis and medical expenses to try and win custody of Jessa and get his child support payments lowered.

Here's everything we know about Cory Riley's life today.

Where is Amanda C. Riley's husband Cory Riley today?

Cory and Amanda first met when Amanda was a 17-year-old cheerleading coach hired to instruct one of Cory's then-wife Aletta's daughters — one of whom actually had cancer — how to dance. Per the podcast, Cory was about 29 years old at the time.

Related stories

Cory and Aletta eventually divorced, and he married Amanda a few years later. The couple had two sons together, Carter and Connor, whom Amanda would proclaim were ""miracles,"" since she claimed she shouldn't have been able to deliver a healthy baby while undergoing cancer treatment.

Though the family lived in the Bay Area outside of San Jose for most of the time Amanda was writing her cancer blog, they moved to Texas after Amanda lost her job as principal at Pacific Point Christian School in Gilroy, California.

""Scamanda"" podcast host Charlie Webster told Glamour in a 2023 interview that Cory was ""looking after his two kids in Texas"" where Amanda was serving her sentence."
https://www.azcentral.com/story/news/local/phoenix-breaking/2025/01/13/business-owner-faces-prison-for-covid-era-loan-fraud/77597891007/,2025-01-13T21:03:15Z,"A 51-year-old Arizona woman who operated a therapy clinic for children with special needs is going to prison after a conviction of fraud for misusing pandemic-era loans from the federal government.

A Maricopa County Superior Court judge last week sentenced Bridget Corinne O'Brien to two years in prison followed by three years of probation for taking advantage of programs that were put in place to help businesses stay afloat during the COVID-19 pandemic.

O'Brien was also ordered to pay $1.3 million in restitution to the federal Small Business Administration, Arizona Attorney General Kris Mayes' office says.

Mayes' Medicaid Fraud Control Unit, led by special agent Roy Garrison, found that O'Brien misused the federal loan funds by purchasing a $1.9 million home in Phoenix. O'Brien also used the money to travel, to purchase clothing and furniture, and to pay for volleyball lessons for one of her children, investigators found.

Crimes and sentencings:Arkansas teen homicide suspect could have ties to Phoenix, police say

O'Brien, a mother of two who has a master's degree in speech pathology, founded a Phoenix therapy clinic for children called Head to Toe Therapy, which was suspended as a provider for Arizona's Medicaid program in November 2019, state Medicaid and court records show.

A presentence report says that O'Brien's actions were ""thoughtful, intentional and perhaps prohibited money from being given to another business owner in need during a difficult time.""

O'Brien was awarded $2.9 million in U.S. Small Business Administration loans in 2020 and 2021 during the COVID-19 pandemic, court records say. Her loan applications contained ""gross material misrepresentations"" that allowed her to fraudulently obtain loans, which she subsequently misused to finance a luxurious lifestyle, state investigators found.

The presentence report says that in addition to Head to Toe Therapy, O'Brien owned ""multiple limited liability companies, many of which received COVID-19 relief loans from the U.S. Small Business Administration."" The federal agency offered two programs at the time: Paycheck Protection Program, PPP, and Economic Injury Disaster Loan, EIDL.

The presentence report says that between March 31 and Jan. 12, 2021, businesses that O'Brien owned applied for four PPP loans and 19 EIDL loans."
https://abcnews.go.com/US/shohei-ohtani-interpreter-sentencing-gambling-fraud-case/story?id=118489045,2025-02-06T21:52:19Z,"Ippei Mizuhara, the former interpreter for MLB star Shohei Ohtani, was sentenced to nearly five years in federal prison on Thursday on charges related to stealing nearly $17 million from the Dodgers player. The sentence was handed down nearly a year after the gambling controversy first surfaced.

Mizuhara, 40, admitted to fraudulently transferring the money from Ohtani's account for more than two years to pay his gambling debts, including impersonating the athlete on two dozen occasions in calls to the bank, according to a plea agreement in the case.

The 57-month sentence was awarded for one count of bank fraud. On a second count, for subscribing to a false tax return, he was given 36 months -- to be served concurrently.

Prosecutors called the scheme ""deep"" and ""extensive"" fraud and that Ohtani was ""harmed substantially"" by Mizuhara's actions.

Mizuhara is free on $25,000 bond and is scheduled to surrender on March 24.

He was additionally sentenced to three years supervised release and ordered to pay more than $18 million in restitution -- including nearly $17 million to Ohtani, more than $1 million to the IRS and court fines.

Mizuhara, a permanent resident of the U.S., also faces a risk of deportation back to his native Japan upon completion of the federal sentence, prosecutors said.

Joseph McNally, the acting U.S. attorney for the Central District of California, said outside the courthouse in Santa Ana, California, following the hearing that the sentence reflects the ""seriousness of the offense and sends a strong message.""

He also emphasized the harm done to Ohtani, who submitted a victim impact statement to the court that has been sealed.

""In this case, he had money stolen from him. He was taken advantage of. He was preyed on by Mr. Mizuhara,"" McNally said. ""Mr. Mizuhara lied, he cheated and he stole. His behavior was shameless.""

Mizuhara made a brief statement in court ahead of his sentencing in which he apologized to Ohtani, the Dodgers, the judge and the government.

""I am not trying to justify my actions,"" he said. ""I am prepared to receive my punishment.""

His attorney, Michael Freedman, argued that Mizuhara was ""under a lot of financial stress"" when he stole from Ohtani. Judge John Holcomb, however, challenged the defense's portrayal of an underpaid worker, noting that Ohtani had given his former translator five-figure tips and a Porsche, and he had paid for all travel expenses for Mizuhara and his wife -- as well as most of their rent.

The judge also raised the fact that Mizuhara had more than $34,000 in his personal account when he took the first $40,000 from Ohtani to pay his first debt.

Mizuhara asks judge for mercy

In a three-page letter to Judge Holcomb filed ahead of the sentencing hearing, Mizuhara asked for a ""merciful and not punitive"" sentence and set out to explain why he committed the fraud.

He described mounting financial stresses that he said led him to use an online sports betting website run by Mathew Bowyer starting in 2021. He said that due to his ""ignorance to the gambling industry,"" he did not realize it was an illegal gambling business until early 2024.

""Being desperate for money at the time, I stupidly thought this might be an opportunity to help myself out financially and started to use his website for sports betting. And before I knew it, the results were the complete opposite,"" Mizuhara wrote. ""My gambling debt had grown so much that I could not find any way to pay it but to use Shohei's money. ... I felt terribly guilty about putting my hands on his money but this was the only solution I could think of at the time.""

Mizuhara also said that the offseason was ""physically and mentally"" harder while detailing some of his errands for Ohtani, such as driving him to trainings, taking his dog to the vet and fixing his bicycle -- saying he had ""almost no true days off.""

""I felt like I was getting severely underpaid but I was afraid to speak up for myself as I was on a one year contract every year and I didn't want to upset them and end up getting fired,"" he wrote.

Mizuhara said he hopes to use his experience to help others dealing with gambling problems. He also outlined the impact a prison sentence would have on his wife.

""I understand that I have made a decision that will impact my entire life and I am not making excuses for what I have done. I am not trying to justify my actions in any way. I am asking that you will look at me as a man and believe change can happen,"" he said. ""I don't believe an apology will fix my wrong. I am prepared [to] accept my consequences. I am asking for a little mercy from the court concerning my sentence you will hand down.""

He lastly said he is ""truly sorry"" for violating Ohtani's trust in him.

Defense, government make case for sentence

Mizuhara pleaded guilty last year to one count of bank fraud, which carries a maximum of 30 years in prison, and one count of subscribing to a false tax return, which carries up to three years in prison. A sentence of 48 months was recommended by the probation officer.

Mizuhara's attorney had asked the judge to impose an 18-month sentence, arguing in a memorandum that the interpreter was devoted to his work for Ohtani but suffers from a ""longstanding gambling addiction, which was uniquely exacerbated by his grueling work and exposure to high-stakes bookmakers in the world of professional athletes.""

Mizuhara ""made a terrible mistake as a result of his serious gambling addiction, an anomaly in an otherwise law-abiding life in which he was dedicated to his career as an interpreter for Mr. Ohtani and other baseball players,"" Freedman wrote.

The defense attorney also said Mizuhara's reputation here and in Japan has been ""irretrievably stained"" and that he ""will continue to suffer as a result of harm to his reputation and career in the global press and through certain deportation.""

Prosecutors, meanwhile, had asked the court to impose a prison sentence of 57 months while disputing what they called ""unsupported claims"" by the defense on the extent of Mizuhara's gambling problem and the financial problems he had said led him to Bowyer's illegal sports betting business.

Assistant U.S. Attorney Jeff Mitchell wrote in a response to the defense's sentencing filings that the government could find no proof of a long-standing gambling addiction, and that Mizuhara did not have ""such a 'tremendous debt' that it forced him to steal millions of dollars from Mr. Ohtani, as he claims.""

Mitchell also questioned whether Mizuhara is ""truly remorseful or whether they are just sorry they were caught"" and highlighted portions of Mizuhara's letter to the judge, in which he detailed his offseason duties for Ohtani.

""The government does not question defendant's work ethic, but only his characterization of the work and his true intention,"" Mitchell wrote. ""Instead of using this opportunity to apologize and show true remorse, he has used it, in a public filing, to complain about his work and Mr. Ohtani.""

In addition to the prison sentence, the government asked for three years of supervised release, restitution of $16,975,010 to Ohtani and $1,149,400 to the IRS.

Sentencing comes nearly year after firing

Mizuhara worked with the Angels as Ohtani's interpreter and then in the same capacity with the Dodgers, until the team fired him nearly a year ago, in March 2024, after the gambling controversy surfaced.

Ohtani addressed the scandal at the time during a press briefing, saying in a prepared statement through an interpreter, ""I am very saddened and shocked that someone who I trusted has done this.""

Mizuhara pleaded guilty to the federal charges in June 2024.

According to the plea agreement, from November 2021 to March 2024, Mizuhara transferred nearly $17 million from the account to associates of the bookmaker in more than 40 wires without Ohtani's permission.

Ohtani signed a 10-year, $700 million contract with the Dodgers prior to last year, the richest deal in sports history.

Bowyer pleaded guilty to federal criminal charges for running an illegal gambling business that took unlawful sports bets from hundreds of customers, including Mizuhara, the Department of Justice said. He is scheduled to be sentenced in April.

Mizuhara also admitted in the plea agreement to falsely claiming that his total taxable income for 2022 was $136,865 when, in fact, he failed to report an additional $4.1 million in income.

""The source of the unreported income was from his scheme to defraud the bank,"" the DOJ said, noting that he owes approximately $1,149,400 in additional taxes for the tax year 2022, plus additional interest and penalties.

His sentencing was originally postponed several times after the defense asked for more time to prepare and for a forensic psychologist to complete a report about Mizuhara's gambling.

ABC News' Vanessa Navarrete contributed to this report."
https://gizmodo.com/uber-claims-its-the-victim-of-an-elaborate-fake-car-crash-scheme-2000557140,2025-01-30T21:40:30Z,"You might (rightly) think insurance is a racket, but Uber means it literally. According to Bloomberg, the ride-hailing company recently filed a racketeering lawsuit that alleges a vast criminal conspiracy in which law firms, doctors, and pain management clinics teamed up to stage fake car accidents and resulting injuries in order to cash in on insurance payouts from Uber.

So here is Uber’s telling of the situation, as told by a filing submitted to the US District Court in the Eastern District of New York: Since 2019, a ring of legal and medical professionals in New York have been targeting people involved in car accidents. They grab people who have been in “purported or actual minor vehicle collisions,” making excessive claims as to the injuries they suffered in the wreck, and putting them through “medically unnecessary” and “invasive and painful” surgeries that Uber ultimately has to pay for. According to Uber, many of the medical conditions are “fictitious, exaggerated or that preexisted,” and some of the procedures to address those injuries are extreme, including “spinal fusions.”

New York State requires Uber and other ridesharing apps to maintain liability insurance on their drivers, which covers any injury that may occur to a driver or passenger as part of a ride hailed through the service. In New York City, regulations require drivers to maintain personal injury coverage, as well, for a minimum of $200,000. New York is a no-fault state, which means that insurance has to pay for coverage no matter who was “at fault” for an accident occurring—something that Uber claims these law firms and doctors were taking advantage of.

Uber is not the first company to raise the prospect of fraudulent insurance claims in New York. The American Transit Insurance Co. (ATIC), New York’s largest taxi insurer, filed a similar case last year that claimed medical providers had defrauded the company of $450 million. The lawsuit contains many of the same claims Uber made, that doctors are intentionally over-diagnosing, over-treating, and over-billing for injuries sustained from car accidents in order to cash in on the insurance policies.

New York’s governor, Kathy Hochul, recently proposed several changes to how the insurance industry operates within the state, in no small part at the behest of ATIC as it faces major solvency issues. The proposals would include additional resources for looking into insurance fraud like the kind that both ATIC and Uber are alleging targets them."
https://www.bbc.com/news/articles/c62666374l4o,2025-01-17T04:04:09Z,"Toyota subsidiary Hino Motors has agreed to pay $1.6bn (£1.3bn) and plead guilty to deceiving US regulators about the amount of emissions produced by its diesel engines.

The truck company will also be banned from exporting its diesel engines to the country for five years.

It comes after Hino was charged with fraud in a Detroit court for selling 105,000 illegal engines in the US between 2010 and 2022.

The settlement still requires approval by a US court.

According to the US Justice Department, Hino submitted ""false and fraudulent"" emission testing and fuel consumption data in a ""criminal conspiracy"" that allowed it to import and sell its engines in the United States.

""Hino Motors engaged in a years-long scheme to alter and fabricate emissions data in order to get a leg up over its competitors and boost their bottom-line,"" said FBI Director Christopher Wray.

""To further this fraudulent scheme, Hino violated laws and regulations intended to protect American's health and the environment.""

On top of the five-year diesel engine import ban, Hino has also committed to a compliance and ethics plan during that period.

""We take this resolution seriously and will ensure that the field fix, the Environmental Mitigation Program, and further strengthening of our compliance system ... are implemented,"" said Satoshi Ogiso, Hino's chief executive and president in a statement.

""We deeply apologize for the inconvenience caused to our customers and stakeholders.""

The US Environmental Protection Agency said Hino has also agreed to recall some infringing heavy-duty trucks and to replace marine and locomotive engines across the country to offset excess air emissions.

In order to cover costs resulting from its legal problems, Hino said that in its second quarter financial results announced in October, it reported an extraordinary loss of 230 billion yen (£1.2bn, $1.48bn).

In the last decade, several car makers admitted to lying about the emissions produced by their diesel engines.

In what has become known as the dieselgate scandal, brands throughout the Volkswagen corporate empire were implicated, including Audi, Porsche, Seat and Skoda as well as Volkswagen itself.

Volkswagen has spent more than 30 billion euros (£25bn, $30.9bn) paying fines, issuing recalls and compensating its customers."
https://www.bbc.com/news/articles/c93l8gqexpdo,2025-01-15T14:07:17Z,"Conservative leader Kemi Badenoch has challenged Sir Keir Starmer over the government's handling of the economy, saying the UK was now ""spending more on debt than on schools and hospitals"".

Speaking at Prime Minister's Questions, Badenoch told MPs: ""His budget means fewer jobs, lower growth and higher borrowing costs"", and she asked whether Chancellor Rachel Reeves was planning to raise taxes in a March mini-budget.

Defending his chancellor, the prime minister said the government's fiscal rules were ""iron clad"", and the government ""can't just tax and spend our way out of [the] problems"".

And he said Reeves would be chancellor for ""many, many years to come"".

Recent market turbulence has meant the cost of servicing UK debt has risen, and the last few days have seen pressures on the public finances increase, after government borrowing costs hit their highest level for several years.

Attacking the Conservatives as ""economic vandals and fantasists"", Sir Keir said his focus was on growth.

""They flatlined the economy and left us with the worst cost of living crisis in living history and a £22bn black hole, so I won't be taking lesson on the economy from them,"" he said.

Badenoch said the Office for Budget Responsibility ""found no such black hole"" and said two-thirds of businesses have complained they will need to raise prices as a result of Labour's first budget, which raised national insurance costs for employers.

""The prime minister claims he has full confidence in [Rachel Reeves] but the markets clearly do not,"" she said, adding: ""Labour congratulated themselves in having the first female chancellor, instead of ensuring they had somebody who was qualified for the job.""

The Conservative leader also highlighted that the PM has lost two ministers in as many months, with the resignation of city minister Tulip Siddiq, and the resignation of transport minister Louise Haigh at the end of November due to an historic fraud conviction.

Sir Keir dismissed Badenoch's insults as ""cheap political points"" and compared the resignations to the actions of the current Conservative shadow foreign secretary, Priti Patel, who remained in post as home secretary despite being found to have breached the ministerial code.

And he delivered his own barb at the Tories' former leader Liz Truss, who sent the PM a letter demanding Labour stop claiming she ""crashed the economy"" as it was damaging her reputation.

Sir Keir said: ""It wasn't written in green ink but it might as well have been.

""It was actually crashing the economy that damaged her reputation."""
